paper,cites
Modal Logics for Observation Equivalences.,"['Coalgebraic Semantics for Positive Modal Logic.', 'Languages for Coalgebras on Datafunctors.']"
Coinductive Counting: Bisimulation in Enumerative Combinatorics.,"['Strongly Semicontinuous Lattices.', 'On Corelations, Cokernels, and Coequations.', 'States of Knowledge.', 'Modeling Pointer Redirection as Cyclic Term-graph Rewriting.']"
Verification of Web Services with Timed Automata.,"['Gap Embedding for Well-Quasi-Orderings.', 'Probabilistic confinement in a declarative framework.', 'On a Description of Terminal Coalgebras and Iterative Theories.']"
On Quantum and Probabilistic Linear Lambda-calculi (Extended Abstract).,['The Implication Problem of Functional Dependencies in Complex-value Databases.']
Living with Paradoxes.,"['On Mobility and Communication.', ""Principal Investigators' Priorities and Perceived Barriers and Facilitators When Making Decisions About Conducting Essential Research in the COVID-19 Pandemic."", ""The Mentor's Role in Fostering Research Integrity Standards Among New Generations of Researchers: A Review of Empirical Studies."", 'Inductive Behavioral Proofs by Unhiding.']"
Some Lessons from Using Static Analysis and Software Model Checking for Bug Finding.,"['Distributed Verification of Multi-threaded C++ Programs.', 'Abstract interpretation for proving secrecy properties in security protocols.', 'Guarded induction on final coalgebras.', 'Design and Analysis of the Causation and Prediction Challenge.']"
The Duality Theory of General Z-continuous Posets.,"['Observationally-induced Algebras in Domain Theory.', 'On Subset Families That Form a Continuous Lattice.', 'Implementing X.', 'Default Theories Over Monadic Languages: (Extended Abstract).']"
"Towards a Quantum Calculus: (Work in Progress, Extended Abstract).","['Fusion of Pedigreed Preferential Relations.', 'Encapsulation and Dynamic Modularity in the pi-calculus.', 'Potential Issues in Mandating a Disclosure of Institutional Investigation in Retraction Notices.', 'Synchronous Multiparty Session Types.']"
Benchmarking Explicit State Parallel Model Checkers.,"['Web Verification: Perspective and Challenges.', 'Improving the Quality of Web-based Enterprise Applications with Extended Static Checking: A Case Study.']"
"Structural Operational Semantics and Modal Logic, Revisited.","['Automated Compositional Abstraction Refinement for Concurrent C Programs: A Two-Level Approach.', 'On Functional Dependencies in Advanced Data Models.', 'Scenarios and Covert Channels: Another Game...']"
"Distributivity for endofunctors, pointed and co-pointed endofunctors, monads and comonads.",['A Coequational Approach to Specifying Behaviours.']
Classical Representations of Qubit Channels.,['L-fuzzy Scott Topology and Scott Convergence of Stratified L-filters on Fuzzy Dcpos.']
Reduction Semantics and Formal Analysis of Orc Programs.,"['Gap Embedding for Well-Quasi-Orderings.', 'Formal Contexts for Algebraic Domains.', 'Characterizations of Supercontinuous Posets via Scott S-sets and the S-essential Topology.', 'Relating State-Based and Process-Based Concurrency through Linear Logic.']"
Domain Equations Based on Sets with Families of Pre-orders.,"['A Bayesian View of Challenges in Feature Selection: Feature Aggregation, Multiple Targets, Redundancy and Interaction.', 'Towards a Duality Result in Coalgebraic Modal Logic.', 'On automating the extraction of programs from proofs using product types.', 'A Tableau Method for the Lambek Calculus based on a Matrix Characterization.']"
Encapsulation and Dynamic Modularity in the pi-calculus.,"['Towards a Common Semantic Foundation for Use Cases and Task Models.', 'Rational Unification in 28 Characters.', 'Statistics of implicational logic.', ""Infinitary Howe's Method.""]"
Coalgebraic structure from weak limit preserving functors.,"['Representation of FS-domains Based on Closure Spaces.', 'Intensional Properties of Polygraphs.', 'On Decidability Properties of Local Sentences.']"
"Choiceless Polynomial Time, Counting and the Cai-Fürer-Immerman Graphs: (Extended Abstract).","['Session-based Choreography with Exceptions.', 'Design and Analysis of the Causation and Prediction Challenge.', 'Towards a Programming Language for Interaction Nets.']"
Structured Transition Systems as Lax Coalgebras.,"['Coalgebraic Monads.', 'A Coalgebraic View of Infinite Trees and Iteration.', 'A Case Study in Parallel Verification of Component-Based Systems.']"
Timed Specification For Web Services Compatibility Analysis.,"['Distribution, Approximation and Probabilistic Model Checking.', 'A Strategy for Making Predictions Under Manipulation.', 'The Duality Theory of General Z-continuous Posets.', 'Reasoning with Graphs.']"
Toy Quantum Categories (Extended Abstract).,"['Quality assessment of nonlinear dimensionality reduction based on K-ary neighborhoods.', 'A Higher-Order Calculus for Graph Transformation.', 'A Branching Time Logical System for Open Distributed Systems Development.']"
Categorical Properties of The Complex Numbers.,"['Co-creating Research Integrity Education Guidelines for Research Institutions.', 'Automatically Verifying Concurrent Queue Algorithms.', 'Random Sets Approach and its Applications.', 'Reversible Computation and Reversible Programming Languages.']"
Parallel Multithreaded Satisfiability Solver: Design and Implementation.,"['A fiscal theory of money and bank liquidity provision.', 'Modularity of Behaviours for Mathematical Operational Semantics.', 'Distributed Partial Order Reduction of State Spaces.']"
"Parallel Model Checking for LTL, CTL*, and Lµ","['Random utility models with ordered types and domains.', 'A Note on an Old-Fashioned Algebra for (Disconnected) Graphs.', 'Checking Java implementation of a naming architecture using Testera.']"
Distributed Verification of Multi-threaded C++ Programs.,['Comonoids in chu: a large cartesian closed sibling of topological spaces.']
Substitution in Non-wellfounded Syntax with Variable Binding.,"['Random utility models with ordered types and domains.', 'Requirements, specifications, and minimal refinement.', 'Coalgebraic Monads.']"
Semantic domains based on sets with families of equivalences.,['Intensional Properties of Polygraphs.']
Fusion of Pedigreed Preferential Relations.,['Quantifying over Quantifiers.']
Measuring and Evaluating Parallel State-Space Exploration Algorithms.,"['Approximating Mutual Information by Maximum Likelihood Density Ratio Estimation.', 'Classical Representations of Qubit Channels.']"
A Duality in Proof Systems for Recursive Type Equality and for Bisimulation Equivalence on Cyclic Term Graphs.,['Epistemic and Non-epistemic Values in Earthquake Engineering.']
Representation of FS-domains Based on Closure Spaces.,"['Towards a Programming Language for Interaction Nets.', 'Ethics Inside the Black Box: Integrating Science and Technology Studies into Engineering and Public Policy Curricula.', 'Random utility models with ordered types and domains.']"
"Coupled Transformation of Schemas, Documents, Queries, and Constraints.","['The Thermodynamic Arrow-of-time and Quantum Mechanics.', 'A Calculus of Terms for Coalgebras of Polynomial Functors.']"
Continuous Domains and their Information System Representation as Logical Systems.,"['Coalgebraic structure from weak limit preserving functors.', 'Random Sets Approach and its Applications.', 'A Systematic Review of the 2016 National Academy of Engineering Exemplary Ethics Programs: Revisions to a Coding Framework.', 'Best Agglomerative Ranked Subset for Feature Selection.']"
"Requirements, specifications, and minimal refinement.","['From Parity Games to Circular Proofs.', 'Representation of FS-domains Based on Closure Spaces.', 'De-linearizing Linearity: Projective Quantum Axiomatics From Strong Compact Closure.', ""SAF: Stakeholders' Agreement on Fairness in the Practice of Machine Learning Development.""]"
A Name Abstraction Functor for Named Sets.,"['A Quantum Game Semantics for the Measurement Calculus.', '""Technical"" Contributors and Authorship Distribution in Health Science.', 'On the Largest Cartesian Closed Category of Stable Domains.']"
Automatically Verifying Concurrent Queue Algorithms.,"['From Fairness to Chance.', 'A State Space Distribution Policy Based on Abstract Interpretation.']"
Cut Elimination in a Class of Sequent Calculi for Pure Type Systems.,"['Categorical Properties of The Complex Numbers.', 'Research Ethics in the Age of Digital Platforms.', 'Coinduction in Control of Partially Observed Discrete-Event Systems.', 'Functorial Coalgebraic Logic: The Case of Many-sorted Varieties.']"
"Feature-based Modelling of a Complex, Online-Reconfigurable Decision Support Service.","['On Monotone Determined Spaces.', 'A Coalgebraic Representation of Reduction by Cone of Influence.', 'A Name Abstraction Functor for Named Sets.']"
Coalgebra morphisms subsume open maps.,['Categorical Properties of The Complex Numbers.']
Game Semantics for Quantum Data.,"['The Value-Free Ideal of Science: A Useful Fiction? A Review of Non-epistemic Reasons for the Research Integrity Community.', 'An axiomatics for categories of coalgebras.']"
Reversible Computation and Reversible Programming Languages.,"['A Programming Language for the Interval Geometric Machine.', 'States of Knowledge.', 'Intersection Types and Computational Rules.']"
The Meet-continuity of L-semilattices.,"['Go Big or Go Home? A New Case for Integrating Micro-ethics and Macro-ethics in Engineering Ethics Education.', 'Characterising E-projectives via Co-monads.']"
A Note on Finitely Derived Information Systems.,"['From Varieties of Algebras to Covarieties of Coalgebras.', 'Bell States and Negative Sentences in the Distributed Model of Meaning.']"
Validating Scripted Web-Pages.,"['""Technical"" Contributors and Authorship Distribution in Health Science.', 'An Algebra of Automata That Includes Both Classical and Quantum Entities.', 'Healthy and Happy? An Ethical Investigation of Emotion Recognition and Regulation Technologies (ERR) within Ambient Assisted Living (AAL).', ""Analytical Tableaux for da Costa's Hierarchy of Paraconsistent Logics.""]"
Observationally-induced Algebras in Domain Theory.,"['Encapsulation and Dynamic Modularity in the pi-calculus.', 'Exploring the Impact of Tensions in Stakeholder Norms on Designing for Value Change: The Case of Biosafety in Industrial Biotechnology.', 'Semantic domains based on sets with families of equivalences.']"
Coalgebraic Monads.,"['Educating Engineering Students to Address Bias and Discrimination Within Their Project Teams.', 'Information Processing in Convex Operational Theories.']"
Abstract Families of Abstract Categorial Languages.,"['An Algebra-Coalgebra Framework for System Specification.', 'Public education expenditures, growth and income inequality.', 'Algebras of the Extended Probabilistic Powerdomain Monad.']"
Formal Verification of Websites.,"['Coinductive Counting: Bisimulation in Enumerative Combinatorics.', ""Scientists' Views on the Ethics, Promises and Practices of Synthetic Biology: A Qualitative Study of Australian Scientific Practice."", ""From Such Simple a Beginning: The Momentous Consequences of Physics' Microscopic Reversibility for Communication and Computation - and Almost Anything Else.""]"
On Expressivity and Compositionality in Logics for Coalgebras.,"['Continuous Functions on Final Coalgebras.', 'Is Online Moral Outrage Outrageous? Rethinking the Indignation Machine.', 'Synchronous Multiparty Session Types.']"
Uniform Topological Spaces Based on BF-ideals in Negative Non-involutive Residuated Lattices.,['Private disclosure with multiple agents.']
On Logics for Coalgebraic Simulation.,"['Locality of Queries and Transformations.', 'Caring in an Algorithmic World: Ethical Perspectives for Designers and Developers in Building AI Algorithms to Fight Fake News.']"
Incompleteness of Behavioral Logics.,['Web Categorisation Using Distance-Based Decision Trees.']
Intersection Types and Computational Rules.,"['Default Theories Over Monadic Languages: (Extended Abstract).', 'Feature-based Modelling of a Complex, Online-Reconfigurable Decision Support Service.', 'Computing Probability Bounds for Linear Time Formulas over Concurrent Probabilistic Systems.']"
Gap Embedding for Well-Quasi-Orderings.,"['Domain Theory its Ramifications and Interactions.', 'An Overview of QML With a Concrete Implementation in Haskell.']"
Coequational Logic for Finitary Functors.,"['Distributivity for endofunctors, pointed and co-pointed endofunctors, monads and comonads.', 'Computing Probability Bounds for Linear Time Formulas over Concurrent Probabilistic Systems.', 'On Rough Concept Lattices.']"
Controlling Control Flow in Web Applications.,['Distributed Partial Order Reduction for Security Protocols.']
A coalgebraic introduction to CSP.,['AI as an Epistemic Technology.']
Intensional Properties of Polygraphs.,"['Virus dynamics with behavioral responses.', 'Reflections on Putting AI Ethics into Practice: How Three AI Ethics Approaches Conceptualize Theory and Practice.']"
Synthesis of Optimal Strategies Using HyTech.,['From Parity Games to Circular Proofs.']
On Equivalences for a Class of Timed Regular Expressions.,"['Trace Semantics for Coalgebras.', 'The Contribution of Moral Case Deliberation to Teaching RCR to PhD Students.', 'Type-Directed Compilation for Multicore Programming.']"
Distributed Partial Order Reduction of State Spaces.,"['Reduction Semantics and Formal Analysis of Orc Programs.', 'An Overview of QML With a Concrete Implementation in Haskell.']"
How Iterative are Iterative Algebras?,"['Towards a Duality Result in Coalgebraic Modal Logic.', 'Chaotic Actions of Locally Compact Hausdorff Topological Groups.', 'Using Assumptions to Distribute Alternation Free Mu-Calculus Model Checking.']"
Natural Deduction for Full S5 Modal Logic with Weak Normalization.,"['k-Valued Non-Associative Lambek Grammars are Learnable from Function-Argument Structures.', 'Default Theories Over Monadic Languages: (Extended Abstract).', 'An Algebra for Directed Bigraphs.']"
Improving the Quality of Web-based Enterprise Applications with Extended Static Checking: A Case Study.,"['A Bayesian View of Challenges in Feature Selection: Feature Aggregation, Multiple Targets, Redundancy and Interaction.', 'Characterising E-projectives via Co-monads.', 'Automated validation of distributed software using the IF environment.', 'A Coalgebraic Approach to Kleene Algebra with Tests.']"
Models for an adversary-centric protocol logic.,['On Equivalences for a Class of Timed Regular Expressions.']
A Note on an Old-Fashioned Algebra for (Disconnected) Graphs.,"['Cut Elimination in a Class of Sequent Calculi for Pure Type Systems.', 'Mary Blair-Loy and Erin A. Cech: Misconceiving Merit: Paradoxes in Excellence and Devotion in Academic Science and Engineering.', 'AI as an Epistemic Technology.']"
"A Calculus for Generation, Verification and Refinement of BPEL Specifications.","[""Scientists' Views on the Ethics, Promises and Practices of Synthetic Biology: A Qualitative Study of Australian Scientific Practice."", 'The Contribution of Moral Case Deliberation to Teaching RCR to PhD Students.']"
Comonoids in chu: a large cartesian closed sibling of topological spaces.,"['Some Co-Birkhoff Type Theorems.', 'Epistemic and Non-epistemic Values in Earthquake Engineering.']"
Algebraic Structure of Web Services.,"['Healthy and Happy? An Ethical Investigation of Emotion Recognition and Regulation Technologies (ERR) within Ambient Assisted Living (AAL).', 'Generalized Coiteration Schemata.', 'A Comparative Defense of Self-initiated Prospective Moral Answerability for Autonomous Robot harm.']"
Scenarios and Covert Channels: Another Game...,"['Towards a Duality Result in Coalgebraic Modal Logic.', 'A Short Introduction to Clones.', 'How Smart are Smart Materials? A Conceptual and Ethical Analysis of Smart Lifelike Materials for the Design of Regenerative Valve Implants.', 'Automated Compositional Abstraction Refinement for Concurrent C Programs: A Two-Level Approach.']"
Categorifying Computations into Components via Arrows as Profunctors.,"['On the Largest Cartesian Closed Category of Stable Domains.', 'Modal Predicates and Co-equations.']"
An Effective Coalgebraic Bisimulation Proof Method.,"['Clones with Nullary Operations.', 'Pauli Measurements are Universal.']"
Towards a Programming Language for Interaction Nets.,['Transferring Knowledge by Prior Feature Sampling.']
Specification and Analysis of SOC Systems Using COWS: A Finance Case Study.,"['Coupled Transformation of Schemas, Documents, Queries, and Constraints.', 'Educating Engineering Students to Address Bias and Discrimination Within Their Project Teams.', 'Dagger Compact Closed Categories and Completely Positive Maps: (Extended Abstract).']"
Operational Semantics for Reexecution-based Analysis of Logic Programs with Delay Declarations.,"['Epistemic and Non-epistemic Values in Earthquake Engineering.', 'Coalgebraic structure from weak limit preserving functors.']"
When is a function a fold or an unfold?,"['How Competition for Funding Impacts Scientific Practice: Building Pre-fab Houses but no Cathedrals.', 'Comonadic Notions of Computation.', 'Coalgebras for Fuzzy Transition Systems.', 'Toposes of Coalgebras and Hidden Algebras.']"
Type-Directed Compilation for Multicore Programming.,"['Web Accessibility Evaluation Tools: A Survey and Some Improvements.', 'Structural Operational Semantics and Modal Logic, Revisited.', 'A Higher-Order Calculus for Graph Transformation.', 'On Monotone Determined Spaces.']"
Web Verification: Perspective and Challenges.,"['An RDF Query Language based on Logic Programming.', 'Quantifier-free logic for multialgebraic theories.', 'Principles of Distributed Object Database Languages.', ""Research Misconduct Investigations in China's Science Funding System.""]"
An Algebra-Coalgebra Framework for System Specification.,['An Effective Coalgebraic Bisimulation Proof Method.']
Characterising E-projectives via Co-monads.,"['Composition Theorems for Generalized Sum and Recursively Defined Types.', 'Private disclosure with multiple agents.']"
Interface-Based Specification and Verification of Concurrency Controllers.,"['Observational Equivalence for the Interaction Combinators and Internal Separation.', 'Bicontinuous Domains and Some Old Problems in Domain Theory.', 'Modeling concurrent systems specified in a temporal concurrent constraint language-I.']"
Toposes of Coalgebras and Hidden Algebras.,"['Domain Theory its Ramifications and Interactions.', 'Formal Modelling of PKI Based Authentication.', 'A Calculus for Generation, Verification and Refinement of BPEL Specifications.', 'Bridging the Web Accessibility Divide.']"
Bicontinuous Domains and Some Old Problems in Domain Theory.,"['A Higher-Order Calculus for Graph Transformation.', 'Using Assumptions to Distribute Alternation Free Mu-Calculus Model Checking.']"
Domain Theory its Ramifications and Interactions.,"[""Criticizing Danaher's Approach to Superficial State Deception."", ""Principal Investigators' Priorities and Perceived Barriers and Facilitators When Making Decisions About Conducting Essential Research in the COVID-19 Pandemic."", 'An RDF Query Language based on Logic Programming.', 'Modal Rules are Co-Implications.']"
From Parity Games to Circular Proofs.,"['Value Change, Energy Systems, and Rational Choice: The Expected Center of Gravity Principle.']"
"Deforestation, program transformation, and cut-elimination.","['Lattices of Irreducibly-derived Closed Sets.', ""Research Misconduct Investigations in China's Science Funding System.""]"
Automated Compositional Abstraction Refinement for Concurrent C Programs: A Two-Level Approach.,"['Quality assessment of nonlinear dimensionality reduction based on K-ary neighborhoods.', 'From Set-theoretic Coinduction to Coalgebraic Coinduction: some results, some problems.']"
Functorial Coalgebraic Logic: The Case of Many-sorted Varieties.,['Characterizations of Various Continuities of Posets Via Approximated Elements.']
Quantum Programming With Mixed States.,['Go Big or Go Home? A New Case for Integrating Micro-ethics and Macro-ethics in Engineering Ethics Education.']
Covarieties and Complete Covarieties.,"['Conditional Doxastic Models: A Qualitative Approach to Dynamic Belief Revision.', 'Reversible Computation and Reversible Programming Languages.', 'Epistemic and Non-epistemic Values in Earthquake Engineering.', 'Languages for Coalgebras on Datafunctors.']"
From Iterative Algebras to Iterative Theories (Extended Abstract).,"['Monadic Corecursion - Definition, Fusion Laws, and Applications.']"
Lattices of Irreducibly-derived Closed Sets.,"[""Axiomatic Description of Mixed States From Selinger's CPM-construction.""]"
Denotational Semantics for Probabilistic Refusal Testing.,"['A Note on an Old-Fashioned Algebra for (Disconnected) Graphs.', 'Generalizing Topological Set Operators.', 'Semantic domains based on sets with families of equivalences.', 'On Quantum and Probabilistic Linear Lambda-calculi (Extended Abstract).']"
Development Separation in Lambda-Calculus.,"['Classical Representations of Qubit Channels.', 'Towards Behavioral Maude: Behavioral Membership Equational Logic.', 'Towards a Common Semantic Foundation for Use Cases and Task Models.']"
Quantum Data and Control Made Easier.,"['Algebraic Semantics for Coalgebraic Logics.', 'Retractions and Rewards in Science: An Open Question for Reviewers and Funders.']"
"Scalable Distributed Model Checking: Experiences, Lessons, and Expectations.","['How Neurotech Start-Ups Envision Ethical Futures: Demarcation, Deferral, Delegation.', 'Measuring and Evaluating Parallel State-Space Exploration Algorithms.', ""From Such Simple a Beginning: The Momentous Consequences of Physics' Microscopic Reversibility for Communication and Computation - and Almost Anything Else."", 'SoftMC 2003: Workshop on Software Model Checking.']"
Towards a Common Semantic Foundation for Use Cases and Task Models.,"['A Symbolic Semantics for a Calculus for Service-Oriented Computing.', 'From SOS Specifications to Structured Coalgebras: How to Make Bisimulation a Congruence.', 'Sharing Implementations of Graph Rewriting Systems.']"
Context Sequence Matching for XML.,"['Chaotic Actions of Locally Compact Hausdorff Topological Groups.', 'Coinduction in Concurrent Timed Systems.', 'Keyword Optimization in Sponsored Search via Feature Selection.']"
Constructing Formally Verified Reasoners for the ACL Description Logic.,"['Terminal sequences for accessible endofunctors.', 'Reversible Computation and Reversible Programming Languages.', 'A Taxonomy for Research Intergrity Training: Design, Conduct, and Improvements in Research Integrity Courses.']"
Pauli Measurements are Universal.,['Quality assessment of nonlinear dimensionality reduction based on K-ary neighborhoods.']
Information based reasoning about security protocols.,"[""From Such Simple a Beginning: The Momentous Consequences of Physics' Microscopic Reversibility for Communication and Computation - and Almost Anything Else.""]"
A State Space Distribution Policy Based on Abstract Interpretation.,"['Interface-Based Specification and Verification of Concurrency Controllers.', 'A Branching Time Logical System for Open Distributed Systems Development.']"
On the Largest Cartesian Closed Category of Stable Domains.,"['Observationally-induced Algebras in Domain Theory.', 'Toposes of Coalgebras and Hidden Algebras.']"
A Logic for Ambiguous Description.,"['Final Coalgebras And a Solution Theorem for Arbitrary Endofunctors.', 'From Comodels to Coalgebras: State and Arrays.']"
A Noninterleaving Model of Concurrency Based on Transition Systems with Spatial Structure.,['Continuous Domains and their Information System Representation as Logical Systems.']
Compositional Constructor Interpretation over Coalgebraic Models for the pi-Calculus.,"['Greatest Bisimulations for Binary Methods.', 'Coinduction in Control of Partially Observed Discrete-Event Systems.', 'Operational Semantics for Reexecution-based Analysis of Logic Programs with Delay Declarations.', 'Rational Unification in 28 Characters.']"
Coalgebras and Modal Logic.,"['Quasi-continuous Yoneda Complete Quasi-Metric Space.', 'On a Description of Terminal Coalgebras and Iterative Theories.', 'Towards a theory of mathematical operational semantics.']"
Clones with Nullary Operations.,"['On the Semantic Foundations of Probabilistic Synchronous Reactive Programs.', 'Benchmarking Explicit State Parallel Model Checkers.', 'Comonadic Notions of Computation.']"
New Algorithms for Solving Simple Stochastic Games.,"['Continuous Domains and their Information System Representation as Logical Systems.', 'Characterising E-projectives via Co-monads.', 'Requirements, specifications, and minimal refinement.', 'A Note on Finitely Derived Information Systems.']"
Web Sites Repairing through Abduction.,"['Quasi-continuous Yoneda Complete Quasi-Metric Space.', 'On the Largest Cartesian Closed Category of Stable Domains.', 'Living with Paradoxes.', 'Potential Issues in Mandating a Disclosure of Institutional Investigation in Retraction Notices.']"
On Decidability Properties of Local Sentences.,['Rewritings for Polarized Multiplicative and Exponential Proof Structures.']
A Cartesian Closed Category of Domains with Almost Algebraic Bases.,"['Post-publication Peer Review with an Intention to Uncover Data/Result Irregularities and Potential Research Misconduct in Scientific Research: Vigilantism or Volunteerism?', 'A Calculus for Generation, Verification and Refinement of BPEL Specifications.']"
Confluence Results for a Quantum Lambda Calculus with Measurements.,['Operational Semantics for Reexecution-based Analysis of Logic Programs with Delay Declarations.']
